Pallet: "pallet_template", Extrinsic: "do_something", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
260,24000,4000,0,0,0,0,0
280,26000,3000,0,0,0,0,0
280,25000,4000,0,0,0,0,0
280,25000,3000,0,0,0,0,0
280,25000,3000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,25000,3000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,4000,0,0,0,0,0
280,23000,3000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,4000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,4000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,4000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,24000,3000,0,0,0,0,0
280,25000,3000,0,0,0,0,0
300,27000,4000,0,0,0,0,0
300,25000,4000,0,0,0,0,0
300,25000,4000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,25000,3000,0,0,0,0,0
300,25000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,4000,0,0,0,0,0
300,25000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
300,24000,3000,0,0,0,0,0
320,28000,3000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,24000,3000,0,0,0,0,0
320,25000,4000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,24000,4000,0,0,0,0,0
320,24000,3000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,24000,3000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,24000,3000,0,0,0,0,0
320,24000,4000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
320,24000,3000,0,0,0,0,0
320,24000,4000,0,0,0,0,0
320,24000,4000,0,0,0,0,0
320,25000,3000,0,0,0,0,0
340,27000,4000,0,0,0,0,0
340,25000,3000,0,0,0,0,0
340,25000,3000,0,0,0,0,0
340,25000,3000,0,0,0,0,0
340,24000,4000,0,0,0,0,0
340,25000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
340,24000,4000,0,0,0,0,0
340,24000,4000,0,0,0,0,0
340,24000,4000,0,0,0,0,0
340,24000,3000,0,0,0,0,0
360,26000,4000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,25000,4000,0,0,0,0,0
360,24000,4000,0,0,0,0,0
360,25000,3000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,25000,4000,0,0,0,0,0
360,25000,3000,0,0,0,0,0
360,24000,4000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,24000,4000,0,0,0,0,0
360,25000,4000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,25000,3000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,24000,3000,0,0,0,0,0
360,24000,4000,0,0,0,0,0
360,25000,3000,0,0,0,0,0
380,26000,4000,0,0,0,0,0
380,25000,4000,0,0,0,0,0
380,25000,3000,0,0,0,0,0
380,25000,3000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,24000,4000,0,0,0,0,0
380,25000,4000,0,0,0,0,0
380,24000,4000,0,0,0,0,0
380,25000,3000,0,0,0,0,0
380,25000,3000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,25000,4000,0,0,0,0,0
380,24000,4000,0,0,0,0,0
380,24000,3000,0,0,0,0,0
380,24000,4000,0,0,0,0,0
380,23000,4000,0,0,0,0,0
400,27000,3000,0,0,0,0,0
400,25000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,4000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,25000,4000,0,0,0,0,0
400,25000,3000,0,0,0,0,0
400,25000,3000,0,0,0,0,0
400,25000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,24000,4000,0,0,0,0,0
400,24000,4000,0,0,0,0,0
400,24000,3000,0,0,0,0,0
400,25000,4000,0,0,0,0,0
420,27000,4000,0,0,0,0,0
420,25000,4000,0,0,0,0,0
420,25000,3000,0,0,0,0,0
420,25000,3000,0,0,0,0,0
420,24000,4000,0,0,0,0,0
420,24000,4000,0,0,0,0,0
420,25000,3000,0,0,0,0,0
420,24000,4000,0,0,0,0,0
420,24000,3000,0,0,0,0,0
420,25000,4000,0,0,0,0,0
420,25000,4000,0,0,0,0,0
420,24000,3000,0,0,0,0,0
420,24000,4000,0,0,0,0,0
420,25000,4000,0,0,0,0,0
420,24000,4000,0,0,0,0,0
420,24000,4000,0,0,0,0,0
420,23000,3000,0,0,0,0,0
420,25000,3000,0,0,0,0,0
420,24000,3000,0,0,0,0,0
420,24000,3000,0,0,0,0,0
440,30000,4000,0,0,0,0,0
440,25000,4000,0,0,0,0,0
440,26000,3000,0,0,0,0,0
440,25000,4000,0,0,0,0,0
440,25000,4000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,4000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,24000,4000,0,0,0,0,0
440,25000,4000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,24000,3000,0,0,0,0,0
440,25000,4000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
440,25000,3000,0,0,0,0,0
460,27000,4000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,24000,3000,0,0,0,0,0
460,25000,3000,0,0,0,0,0
460,24000,3000,0,0,0,0,0
460,24000,4000,0,0,0,0,0
460,24000,3000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,24000,3000,0,0,0,0,0
460,24000,3000,0,0,0,0,0
460,24000,4000,0,0,0,0,0
460,25000,3000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
460,24000,3000,0,0,0,0,0
460,25000,3000,0,0,0,0,0
460,25000,4000,0,0,0,0,0
480,27000,4000,0,0,0,0,0
480,26000,3000,0,0,0,0,0
480,26000,3000,0,0,0,0,0
480,24000,4000,0,0,0,0,0
480,25000,4000,0,0,0,0,0
480,25000,3000,0,0,0,0,0
480,25000,3000,0,0,0,0,0
480,25000,4000,0,0,0,0,0
480,25000,3000,0,0,0,0,0
480,25000,3000,0,0,0,0,0
480,24000,3000,0,0,0,0,0
480,24000,4000,0,0,0,0,0
480,25000,4000,0,0,0,0,0
480,24000,3000,0,0,0,0,0
480,24000,3000,0,0,0,0,0
480,25000,3000,0,0,0,0,0
480,24000,3000,0,0,0,0,0
480,24000,4000,0,0,0,0,0
480,25000,3000,0,0,0,0,0
480,24000,4000,0,0,0,0,0
500,27000,3000,0,0,0,0,0
500,25000,4000,0,0,0,0,0
500,25000,3000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,25000,3000,0,0,0,0,0
500,25000,3000,0,0,0,0,0
500,25000,4000,0,0,0,0,0
500,24000,4000,0,0,0,0,0
500,25000,4000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,23000,3000,0,0,0,0,0
500,24000,4000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
500,24000,4000,0,0,0,0,0
500,24000,3000,0,0,0,0,0
520,28000,4000,0,0,0,0,0
520,25000,3000,0,0,0,0,0
520,25000,3000,0,0,0,0,0
520,24000,3000,0,0,0,0,0
520,25000,4000,0,0,0,0,0
520,24000,3000,0,0,0,0,0
520,24000,3000,0,0,0,0,0
520,24000,3000,0,0,0,0,0
520,24000,3000,0,0,0,0,0
520,24000,3000,0,0,0,0,0
520,24000,4000,0,0,0,0,0
520,25000,4000,0,0,0,0,0
520,24000,4000,0,0,0,0,0
520,25000,3000,0,0,0,0,0
520,24000,4000,0,0,0,0,0
520,25000,3000,0,0,0,0,0
520,25000,4000,0,0,0,0,0
520,25000,3000,0,0,0,0,0
520,29000,3000,0,0,0,0,0
520,24000,4000,0,0,0,0,0
540,27000,3000,0,0,0,0,0
540,25000,3000,0,0,0,0,0
540,25000,3000,0,0,0,0,0
540,25000,3000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,25000,4000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,24000,4000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,25000,4000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,24000,4000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
540,25000,3000,0,0,0,0,0
540,24000,4000,0,0,0,0,0
540,25000,3000,0,0,0,0,0
540,24000,3000,0,0,0,0,0
560,27000,4000,0,0,0,0,0
560,26000,4000,0,0,0,0,0
560,25000,3000,0,0,0,0,0
560,25000,3000,0,0,0,0,0
560,24000,3000,0,0,0,0,0
560,24000,4000,0,0,0,0,0
560,25000,4000,0,0,0,0,0
560,24000,4000,0,0,0,0,0
560,24000,3000,0,0,0,0,0
560,25000,4000,0,0,0,0,0
560,25000,3000,0,0,0,0,0
560,25000,3000,0,0,0,0,0
560,25000,4000,0,0,0,0,0
560,24000,3000,0,0,0,0,0
560,25000,3000,0,0,0,0,0
560,24000,4000,0,0,0,0,0
560,25000,4000,0,0,0,0,0
560,25000,3000,0,0,0,0,0
560,24000,3000,0,0,0,0,0
560,25000,4000,0,0,0,0,0
580,27000,3000,0,0,0,0,0
580,25000,4000,0,0,0,0,0
580,25000,4000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,24000,3000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,24000,4000,0,0,0,0,0
580,24000,3000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,24000,3000,0,0,0,0,0
580,24000,3000,0,0,0,0,0
580,24000,3000,0,0,0,0,0
580,25000,4000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,25000,4000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
580,25000,3000,0,0,0,0,0
600,31000,4000,0,0,0,0,0
600,26000,4000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,24000,4000,0,0,0,0,0
600,25000,4000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,24000,4000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,24000,4000,0,0,0,0,0
600,25000,3000,0,0,0,0,0
600,24000,4000,0,0,0,0,0
600,24000,3000,0,0,0,0,0
600,25000,4000,0,0,0,0,0
600,24000,3000,0,0,0,0,0
600,24000,3000,0,0,0,0,0
620,27000,4000,0,0,0,0,0
620,25000,4000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,24000,4000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
620,25000,4000,0,0,0,0,0
620,25000,4000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
620,25000,3000,0,0,0,0,0
620,24000,3000,0,0,0,0,0
640,26000,3000,0,0,0,0,0
640,25000,4000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
640,25000,4000,0,0,0,0,0
640,24000,3000,0,0,0,0,0
640,25000,3000,0,0,0,0,0
640,24000,3000,0,0,0,0,0
640,25000,3000,0,0,0,0,0
640,25000,3000,0,0,0,0,0
640,24000,3000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
640,25000,4000,0,0,0,0,0
640,25000,3000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
640,25000,3000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
640,24000,3000,0,0,0,0,0
640,24000,4000,0,0,0,0,0
660,26000,3000,0,0,0,0,0
660,25000,4000,0,0,0,0,0
660,25000,4000,0,0,0,0,0
660,24000,4000,0,0,0,0,0
660,25000,4000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,25000,3000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,25000,3000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,25000,3000,0,0,0,0,0
660,24000,4000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,25000,4000,0,0,0,0,0
660,25000,4000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,24000,3000,0,0,0,0,0
660,25000,3000,0,0,0,0,0
680,27000,3000,0,0,0,0,0
680,25000,3000,0,0,0,0,0
680,24000,4000,0,0,0,0,0
680,25000,3000,0,0,0,0,0
680,24000,4000,0,0,0,0,0
680,25000,3000,0,0,0,0,0
680,24000,4000,0,0,0,0,0
680,24000,4000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,24000,4000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,23000,3000,0,0,0,0,0
680,24000,4000,0,0,0,0,0
680,23000,3000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
680,24000,3000,0,0,0,0,0
700,26000,4000,0,0,0,0,0
700,25000,4000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,25000,3000,0,0,0,0,0
700,24000,4000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,4000,0,0,0,0,0
700,25000,4000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,25000,3000,0,0,0,0,0
700,23000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
700,24000,3000,0,0,0,0,0
720,29000,4000,0,0,0,0,0
720,26000,4000,0,0,0,0,0
720,26000,3000,0,0,0,0,0
720,25000,3000,0,0,0,0,0
720,25000,3000,0,0,0,0,0
720,24000,4000,0,0,0,0,0
720,24000,4000,0,0,0,0,0
720,24000,3000,0,0,0,0,0
720,24000,3000,0,0,0,0,0
720,25000,4000,0,0,0,0,0
720,24000,3000,0,0,0,0,0
720,24000,3000,0,0,0,0,0
720,24000,4000,0,0,0,0,0
720,24000,4000,0,0,0,0,0
720,25000,3000,0,0,0,0,0
720,25000,4000,0,0,0,0,0
720,24000,3000,0,0,0,0,0
720,25000,3000,0,0,0,0,0
720,25000,4000,0,0,0,0,0
720,24000,3000,0,0,0,0,0
740,27000,3000,0,0,0,0,0
740,25000,4000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,25000,3000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,25000,3000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,25000,3000,0,0,0,0,0
740,24000,4000,0,0,0,0,0
740,25000,3000,0,0,0,0,0
740,25000,4000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,25000,3000,0,0,0,0,0
740,24000,4000,0,0,0,0,0
740,24000,3000,0,0,0,0,0
740,25000,4000,0,0,0,0,0
740,25000,3000,0,0,0,0,0
760,27000,3000,0,0,0,0,0
760,25000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
